name,country,lat,lng
Bhubaneshwar,India,20.2644,85.8281
Plano,United States,33.0502,-96.7486
Qaraghandy,Kazakhstan,49.8028,73.1056
Cheboksary,Russia,56.15,47.2333
Rasht,Iran,37.2744,49.5889
Benghazi,Libya,32.1167,20.0667
Shreveport,United States,32.4653,-93.7955
Nagqu,China,31.476,92.051
Quetta,Pakistan,30.1833,67.0
Kaunas,Lithuania,54.8972,23.8861
Minamisuita,Japan,34.7594,135.5169
Münster,Germany,51.9625,7.6256
Ikare,Nigeria,7.5167,5.75
Pereira,Colombia,4.8143,-75.6946
Bahār,Iran,34.9028,48.4425
Davenport,United States,41.5565,-90.6053
Lubbock,United States,33.5657,-101.8879
Meicheng,China,30.631,116.581
Nenjiang,China,49.11,125.13
Ciudad López Mateos,Mexico,19.55,-99.2833
Ichinomiya,Japan,35.3039,136.8031
Cagayan de Oro,Philippines,8.48,124.65
Lakeland,United States,28.0557,-81.9545
Juiz de Fora,Brazil,-21.7619,-43.3494
Hongjiang,China,27.191,109.819
Tasikmalaya,Indonesia,-7.3161,108.1975
Küçükçekmece,Turkey,41.0,28.8
Beipiao,China,41.801,120.771
Dengtacun,China,41.4333,123.3333
Florianópolis,Brazil,-27.6122,-48.4853
Zhijiang,China,30.426,111.761
Suoluntun,China,45.2279,124.8432
Chengjiao,China,35.3984,114.0649
South Bend,United States,41.6767,-86.2696
Mannheim,Germany,49.4878,8.4661
Duyun,China,26.2594,107.5186
Takasaki,Japan,36.3219,139.0033
Chula Vista,United States,32.6281,-117.0144
Bhayandar,India,19.29,72.85
Yuanping,China,38.731,112.711
Chandler,United States,33.2825,-111.8514
Toyohashi,Japan,34.7692,137.3915
Valenzuela,Philippines,14.7,120.98
Aarhus,Denmark,56.1572,10.2107
Kingston,Jamaica,17.9714,-76.7931
Yueqing,China,28.12,120.96
Kartal,Turkey,40.8872,29.19
Karamay,China,45.5799,84.8892
Rockford,United States,42.2596,-89.064
Shahe,China,36.8549,114.5033
Reading,United States,40.34,-75.9267
Banjarmasin,Indonesia,-3.32,114.5925
Nagano,Japan,36.6486,138.1947
Balashikha,Russia,55.8167,37.9667
Gaoping,China,35.798,112.924
Tula,Russia,54.2,37.6167
Kingston upon Hull,United Kingdom,53.7444,-0.3325
Karlsruhe,Germany,49.0092,8.404
Dunhua,China,43.3667,128.2333
Lianran,China,24.919,102.478
Sintra,Portugal,38.7992,-9.3883
Szczecin,Poland,53.4325,14.5481
Keelung,Taiwan,25.1333,121.7333
Eugene,United States,44.0564,-123.1174
Hamhŭng,"Korea, North",39.9167,127.5333
Dasmariñas,Philippines,14.33,120.94
Gimpo,"Korea, South",37.7,126.6
Serra,Brazil,-20.1289,-40.3078
N’Djamena,Chad,12.11,15.05
Bornova,Turkey,38.4697,27.2211
Johor Bahru,Malaysia,1.4556,103.7611
Chiclayo,Peru,-6.763,-79.8366
Wilmington,United States,34.2099,-77.8866
San Juan,Argentina,-31.5342,-68.5261
General Santos,Philippines,6.12,125.17
Santa Clarita,United States,34.4175,-118.4964
Erköklü,Turkey,37.887,41.132
Demiryol,Turkey,37.887,41.132
Jiannan,China,31.3333,104.2
Bello,Colombia,6.3333,-75.5667
Gilbert,United States,33.31,-111.7463
Nangong,China,37.359,115.409
Windsor,Canada,42.2833,-83.0
Salem,United States,44.9233,-123.0244
Alicante,Spain,38.3453,-0.4831
Killeen,United States,31.0753,-97.7297
Macapá,Brazil,0.033,-51.05
City of Parañaque,Philippines,14.5008,120.9915
Campos,Brazil,-21.7539,-41.3239
Augsburg,Germany,48.3689,10.8978
Huế,Vietnam,16.4667,107.5792
Bazal’tove,Ukraine,50.6765,26.16
Jiaojiangcun,China,28.6804,121.45
Laohekou,China,32.359,111.684
Ogbomoso,Nigeria,8.1333,4.25
Round Lake Beach,United States,42.3791,-88.0811
Columbus,United States,32.51,-84.8771
North Las Vegas,United States,36.2883,-115.0888
Fujin,China,47.25,132.0333
Beian,China,48.25,126.5167
Esenler,Turkey,41.0339,28.8903
Lubango,Angola,-14.9167,13.5
Kahramanmaraş,Turkey,37.5833,36.9333
Xiaoyi,China,36.0833,111.5167
Kawagoe,Japan,35.9251,139.4858
Qingzhen,China,26.5704,106.4687
Jiangshan,China,28.7361,118.625
Jeonju,"Korea, South",35.8167,127.15
Kursk,Russia,51.7167,36.1833
Wakayama,Japan,34.2333,135.1667
Stavropol,Russia,45.05,41.9833
Kita-ku,Japan,35.75,139.7333
Lanús,Argentina,-34.7,-58.4
Pointe-Noire,Congo (Brazzaville),-4.7975,11.8503
Nara,Japan,34.6844,135.805
Longjiang,China,27.5819,120.5489
Graz,Austria,47.0708,15.4386
Patiāla,India,30.34,76.38
Kennewick,United States,46.1978,-119.1732
Newcastle,United Kingdom,54.978,-1.6102
Valledupar,Colombia,10.4833,-73.25
Kuqa,China,41.7156,82.9322
Baidoa,Somalia,3.1167,43.65
Hargeysa,Somalia,9.5631,44.0675
Mbandaka,Congo (Kinshasa),0.0478,18.2558
Catia La Mar,Venezuela,10.6,-67.0333
St. Petersburg,United States,27.7931,-82.6652
Kâğıthane,Turkey,41.0719,28.9664
Shinjuku,Japan,35.7014,139.7097
Maastricht,Netherlands,50.85,5.6833
Chinju,"Korea, South",35.2,128.0833
Tallahassee,United States,30.4551,-84.2527
Avcılar,Turkey,40.9792,28.7214
Ibagué,Colombia,4.4333,-75.2333
Takatsuki,Japan,34.8461,135.6175
Niterói,Brazil,-22.8833,-43.1036
Espoo,Finland,60.2056,24.6556
Shīshgarh,India,28.72,79.32
Bacoor,Philippines,14.4624,120.9645
Jian’ou,China,27.0333,118.3167
Nakano,Japan,35.7074,139.6638
Kryvyi Rih,Ukraine,47.91,33.39
Huadian,China,42.972,126.746
Laredo,United States,27.5625,-99.4874
Ulan-Ude,Russia,51.8333,107.6
Ōtsu,Japan,35.0167,135.85
Irving,United States,32.8583,-96.9702
Jambi,Indonesia,-1.59,103.61
Tepic,Mexico,21.5083,-104.8931
Uruapan,Mexico,19.4208,-102.0628
Pontianak,Indonesia,-0.0206,109.3414
Minzhu,China,43.7238,127.3448
Ensenada,Mexico,31.8578,-116.6058
Bradford,United Kingdom,53.8,-1.75
San Nicolás de los Garza,Mexico,25.75,-100.2833
Gatineau,Canada,45.4833,-75.65
Koshigaya,Japan,35.8911,139.7909
Peoria,United States,40.752,-89.6154
Thiruvananthapuram,India,8.5241,76.9366
Tokorozawa,Japan,35.7996,139.4686
Malatya,Turkey,38.3486,38.3194
Sinnūris,Egypt,29.4072,30.8667
Serang,Indonesia,-6.12,106.1503
Tondo,Philippines,14.617,120.967
Tanbei,China,35.088,112.951
Tân An,Vietnam,10.905,106.6994
Montgomery,United States,32.3482,-86.2668
Cabinda,Angola,-5.56,12.19
San Jose del Monte,Philippines,14.8139,121.0453
Bari,Italy,41.1253,16.8667
Pingquan,China,41.0042,118.6848
Montpellier,France,43.6119,3.8772
Baisha,China,29.4896,119.337
Elazığ,Turkey,38.6744,39.2228
Montería,Colombia,8.75,-75.8833
Yongji,China,34.867,110.448
Chesapeake,United States,36.6778,-76.3023
Iwaki,Japan,37.0505,140.8877
Soacha,Colombia,4.5872,-74.2214
Wiesbaden,Germany,50.0825,8.24
Danjiangkou,China,32.5401,111.5131
São José do Rio Prêto,Brazil,-20.8081,-49.3811
Tin Shui Wai,Hong Kong,22.46,114.002
Maputo,Mozambique,-25.9667,32.5833
Glendale,United States,33.5791,-112.2311
Ananindeua,Brazil,-1.3658,-48.3719
Nampo,"Korea, North",38.7333,125.4
Bukavu,Congo (Kinshasa),-2.5,28.8667
York,United States,39.9651,-76.7315
Tver,Russia,56.8625,35.9242
Bolton,United Kingdom,53.578,-2.429
Ning’an,China,44.341,129.483
Port Moresby,Papua New Guinea,-9.4789,147.1494
Melaka,Malaysia,2.1944,102.2486
Córdoba,Spain,37.8845,-4.7796
Balikpapan,Indonesia,-1.2768,116.8277
Santa Marta,Colombia,11.2419,-74.2053
Jinchang,China,38.5214,102.188
Zāhedān,Iran,29.5025,60.8558
Altındağ,Turkey,39.9636,32.9033
Guangming,China,45.3357,122.7765
Bawshar,Oman,23.5333,58.3833
Nashua,United States,42.7491,-71.491
Veracruz,Mexico,19.1903,-96.1533
Al Mijlad,Sudan,11.0339,27.74
Vila Velha,Brazil,-20.3364,-40.2936
Kota Kinabalu,Malaysia,5.975,116.0725
Zhuangyuan,China,37.3056,120.829
Gwangmyeongni,"Korea, South",37.476,126.866
Garland,United States,32.91,-96.6304
Rustenburg,South Africa,-25.6667,27.2428
Cork,Ireland,51.8972,-8.47
Xalapa,Mexico,19.54,-96.9275
Homyel’,Belarus,52.4453,30.9842
Magnitogorsk,Russia,53.3833,59.0333
Kocasinan,Turkey,38.7333,35.4833
Koriyama,Japan,37.4004,140.3597
Makati City,Philippines,14.5567,121.0214
Bhiwandi,India,19.2967,73.0631
Kōchi,Japan,33.5589,133.5314
Ciudad Victoria,Mexico,23.7389,-99.1431
Huili Chengguanzhen,China,26.6333,102.25
Cimahi,Indonesia,-6.8712,107.5548
Bağlar,Turkey,37.9167,40.1833
Strasbourg,France,48.5833,7.7458
Wollongong,Australia,-34.4331,150.8831
Scottsdale,United States,33.6872,-111.8651
Sahāranpur,India,29.964,77.546
Sunderland,United Kingdom,54.906,-1.381
Caxias do Sul,Brazil,-29.1667,-51.1833
Yüreğir,Turkey,36.9981,35.3439
Warangal,India,17.9689,79.5941
Mushin,Nigeria,6.5333,3.35
Xunyang,China,32.8341,109.3653
Stavanger,Norway,58.97,5.7314
Sandnes,Norway,58.8517,5.7361
Sochi,Russia,43.5853,39.7203
Yan’an Beilu,China,44.0144,87.2674
Shiliguri,India,26.71,88.43
Porto Velho,Brazil,-8.7619,-63.9039
Dayrūţ,Egypt,27.5667,30.8167
An Nāşirīyah,Iraq,31.0439,46.2575
Al Ḩillah,Iraq,32.4775,44.4314
Lafayette,United States,30.2082,-92.0325
Kathmandu,Nepal,27.71,85.32
Catania,Italy,37.5,15.0903
Norfolk,United States,36.8945,-76.259
Cocody,Côte d’Ivoire,5.35,-3.9667
North Hempstead,United States,40.7912,-73.6688
Dushanbe,Tajikistan,38.5367,68.78
Ḩā’il,Saudi Arabia,27.5167,41.6833
Mönchengladbach,Germany,51.2,6.4333
Salem,India,11.65,78.15
Arlington,United States,38.8786,-77.1011
Mishan,China,45.5298,131.8466
Hailin,China,44.594,129.38
Tunis,Tunisia,36.8064,10.1817
Zhengjiatun,China,43.5183,123.5027
Lecheng,China,25.1333,113.3333
Ch’ŏngjin,"Korea, North",41.7833,129.7667
Xicheng,China,23.3667,103.15
Pencheng,China,29.676,115.681
Da’an,China,45.5,124.2833
Xingren,China,25.435,105.1862
Naha,Japan,26.2122,127.6792
Derby,United Kingdom,52.9247,-1.478
Appleton,United States,44.278,-88.3892
Gent,Belgium,51.0536,3.7253
Al Mafraq,Jordan,32.3399,36.2052
Bissau,Guinea-Bissau,11.85,-15.5667
Mogi das Cruzes,Brazil,-23.5228,-46.1878
Fenyang,China,37.2616,111.7699
Las Piñas City,Philippines,14.45,120.98
Ivanovo,Russia,56.9967,40.9819
Niamey,Niger,13.515,2.1175
Khartoum North,Sudan,15.6333,32.6333
Owerri,Nigeria,5.485,7.035
Bryansk,Russia,53.2333,34.3667
Plymouth,United Kingdom,50.3714,-4.1422
Saskatoon,Canada,52.1333,-106.6833
Hamadān,Iran,34.8064,48.5161
Fangting,China,31.127,104.167
Linghai,China,41.1667,121.35
Gelsenkirchen,Germany,51.5167,7.1
Bacolod,Philippines,10.6765,122.9509
Santa Fe,Argentina,-31.6333,-60.7
Bydgoszcz,Poland,53.1219,18.0003
Kochi,India,9.9312,76.2673
Piura,Peru,-5.2,-80.6333
Yokkaichi,Japan,34.965,136.6244
Surgut,Russia,61.25,73.4333
Dhūlia,India,20.8997,74.7697
Zhangjiakou Shi Xuanhua Qu,China,40.5944,115.0243
Gorakhpur,India,26.7637,83.4039
Irbid,Jordan,32.55,35.85
Öskemen,Kazakhstan,49.9833,82.6167
Santiago de Cuba,Cuba,20.0217,-75.8294
Rock Hill,United States,34.9415,-81.0241
Fremont,United States,37.5265,-121.9843
Wanyuan,China,31.9833,107.9667
Manisa,Turkey,38.6144,27.4292
Ţūkh,Egypt,30.3539,31.2007
Al Qunfudhah,Saudi Arabia,19.1264,41.0789
Fargo,United States,46.8651,-96.8292
Yangsan,"Korea, South",35.3333,129.0333
Guntūr,India,16.3008,80.4428
Bhāngar,India,22.58,88.42
Mixco,Guatemala,14.6331,-90.6064
Jiexiu,China,37.027,111.917
Gulfport,United States,30.4274,-89.0704
Abeokuta,Nigeria,7.1608,3.3483
Kasugai,Japan,35.2475,136.9722
Eindhoven,Netherlands,51.4333,5.4833
Seremban,Malaysia,2.7222,101.9417
Kisangani,Congo (Kinshasa),0.5167,25.2
Al Mubarraz,Saudi Arabia,25.3833,49.6
Bremerton,United States,47.5436,-122.7121
Al Manşūrah,Egypt,31.05,31.3833
Valladolid,Spain,41.6528,-4.7236
Matola,Mozambique,-25.9667,32.4667
Huambo,Angola,-12.7767,15.7347
Green Bay,United States,44.5148,-87.9895
Ḩalwān,Egypt,29.8453,31.3333
Narela,India,28.8527,77.0929
Enterprise,United States,36.0091,-115.2278
Bouaké,Côte d’Ivoire,7.6833,-5.0167
Newcastle,South Africa,-27.7464,29.9328
Akita,Japan,39.72,140.1026
Al ‘Amārah,Iraq,31.8333,47.15
Kurume,Japan,33.3192,130.5083
Bobo-Dioulasso,Burkina Faso,11.1833,-4.2833
Karaikandi,India,24.8309,92.6143
Jiangjiafan,China,31.0238,111.9709
Djibouti,Djibouti,11.5883,43.145
Namangan,Uzbekistan,41.0011,71.6683
Hatay,Turkey,36.2025,36.1606
Tirana,Albania,41.3289,19.8178
Vigo,Spain,42.2314,-8.7124
Rabat,Morocco,34.0209,-6.8416
Hialeah,United States,25.8696,-80.3045
Ciudad Bolívar,Venezuela,8.1219,-63.55
Ratnāgiri,India,16.9944,73.3
Ōakashichō,Japan,34.65,135.0
Freetown,Sierra Leone,8.4844,-13.2344
Gaziantep,Turkey,37.0628,37.3792
Hejin,China,35.596,110.712
Aqtöbe,Kazakhstan,50.2836,57.2297
Aachen,Germany,50.7756,6.0836
Longueuil,Canada,45.5333,-73.5167
Bulawayo,Zimbabwe,-20.17,28.58
Braunschweig,Germany,52.2667,10.5167
Yazd,Iran,31.8822,54.3397
Ardabīl,Iran,38.2425,48.29
Deltona,United States,28.905,-81.2137
La Florida,Chile,-33.5333,-70.5833
San Bernardino,United States,34.1416,-117.2943
Toshima,Japan,35.7333,139.7167
Westminster,United Kingdom,51.4947,-0.1353
Iloilo,Philippines,10.72,122.57
Gainesville,United States,29.6804,-82.3459
Ikeja,Nigeria,6.6,3.35
Zhugang,China,28.1358,121.2264
Bandar ‘Abbās,Iran,27.1961,56.2878
Spring Valley,United States,36.0952,-115.2636
Gebze,Turkey,40.8,29.4333
Nuevo Laredo,Mexico,27.4861,-99.5069
Debrecen,Hungary,47.53,21.6392
Hancheng,China,35.4667,110.4333
Piracicaba,Brazil,-22.7253,-47.6492
Tacoma,United States,47.2431,-122.4531
Bhāvnagar,India,21.76,72.15
Tieli,China,46.95,128.05
Chemnitz,Germany,50.8333,12.9167
Roanoke,United States,37.2785,-79.9581
Turku,Finland,60.45,22.2667
Gaza,Gaza Strip,31.5069,34.456
Kiel,Germany,54.3233,10.1394
Babylon,United States,40.6925,-73.3586
Arāk,Iran,34.0914,49.6933
Muzaffarpur,India,26.1225,85.3906
Geneva,Switzerland,46.2017,6.1469
Groningen,Netherlands,53.2189,6.5675
Rishon LeẔiyyon,Israel,31.95,34.8
Akure,Nigeria,7.25,5.195
Campina Grande,Brazil,-7.2306,-35.8811
Ilorin,Nigeria,8.5,4.55
Nakhon Ratchasima,Thailand,14.975,102.1
Wolverhampton,United Kingdom,52.5833,-2.1333
Noida,India,28.57,77.32
Vila Nova de Gaia,Portugal,41.1333,-8.6167
Burnaby,Canada,49.2667,-122.9667
Manizales,Colombia,5.1,-75.55
Mauá,Brazil,-23.6678,-46.4608
Sivas,Turkey,39.75,37.0167
Celaya,Mexico,20.5222,-100.8122
Nassau,"Bahamas, The",25.0781,-77.3386
Chuncheon,"Korea, South",37.8667,127.7333
Alanya,Turkey,36.55,32.0
Lianzhou,China,24.781,112.377
Al Maḩallah al Kubrá,Egypt,30.9686,31.1636
Yidu,China,30.378,111.45
Lingxi,China,27.5036,120.3975
Kocaeli,Turkey,40.7625,29.9175
Madrid,Colombia,4.7344,-74.2683
Morioka,Japan,39.7021,141.1545
Saint-Denis,Reunion,-20.8789,55.4481
Brownsville,United States,25.9975,-97.458
Bahawalpur,Pakistan,29.3956,71.6836
Novi Sad,Serbia,45.2542,19.8425
Kayapınar,Turkey,37.95,40.1667
Zêtang,China,29.238,91.771
Sandakan,Malaysia,5.8333,118.1167
Ljubljana,Slovenia,46.0514,14.5061
Trondheim,Norway,63.4297,10.3933
Boa Vista,Brazil,2.8194,-60.6714
Asmara,Eritrea,15.3228,38.925
Ipswich,Australia,-27.6144,152.7608
Gyeongsan,"Korea, South",35.8167,128.7333
Meguro,Japan,35.6333,139.6833
Varna,Bulgaria,43.2167,27.9167
Betim,Brazil,-19.9678,-44.1978
Villa Nueva,Guatemala,14.5269,-90.5875
Asunción,Paraguay,-25.3,-57.6333
College Station,United States,30.5852,-96.2959
Halle,Germany,51.4828,11.9697
Northampton,United Kingdom,52.2304,-0.8938
Bhilai,India,21.21,81.38
Mangalore,India,12.8681,74.8425
Abertawe,United Kingdom,51.6167,-3.95
Plovdiv,Bulgaria,42.15,24.75
East London,South Africa,-33.0175,27.9047
Maringá,Brazil,-23.4,-51.9167
Barnsley,United Kingdom,53.5547,-1.4791
San Salvador de Jujuy,Argentina,-24.1833,-65.3
Port-Bouët,Côte d’Ivoire,5.2667,-3.9
Konak,Turkey,38.4189,27.1285
Helixi,China,30.6267,118.9861
St. Catharines,Canada,43.1833,-79.2333
Kunsan,"Korea, South",35.9833,126.7167
Sarajevo,Bosnia and Herzegovina,43.8564,18.4131
Bắc Ninh,Vietnam,21.1833,106.05
Yeosu,"Korea, South",34.7333,127.7333
Khŭjand,Tajikistan,40.2833,69.6333
Olympia,United States,47.0417,-122.8959
Fukushima,Japan,37.7608,140.4747
Magdeburg,Germany,52.1317,11.6392
Clarksville,United States,36.5692,-87.3413
Ibaraki,Japan,34.8164,135.5686
Bihtā,India,25.5619,84.87
Yeosu,"Korea, South",34.7607,127.6622
Cotabato,Philippines,7.22,124.25
Nicolás Romero,Mexico,19.5833,-99.3667
Yonkers,United States,40.9466,-73.8673
Van,Turkey,38.4942,43.38
Moreno Valley,United States,33.9244,-117.2045
Thousand Oaks,United States,34.1914,-118.8756
Portland,United States,43.6773,-70.2715
Fontana,United States,34.0968,-117.4599
Muntinlupa City,Philippines,14.38,121.05
Ostrava,Czechia,49.8356,18.2925
Tecámac,Mexico,19.7131,-98.9683
Cusco,Peru,-13.525,-71.9722
Jundiaí,Brazil,-23.1858,-46.8839
Shibīn al Qanāţir,Egypt,30.3133,31.3214
Iksan,"Korea, South",35.9439,126.9544
Lengshuijiang,China,27.686,111.436
City of Calamba,Philippines,14.22,121.17
Freiburg im Breisgau,Germany,47.995,7.85
Panshi,China,42.95,126.0667
Kunp’o,"Korea, South",37.35,126.95
Katlehong,South Africa,-26.3333,28.15
Abū Ḩummuş,Egypt,31.1006,30.3128
Kibanseke Première,Congo (Kinshasa),-4.4419,15.395
Anápolis,Brazil,-16.3339,-48.9519
Akhmīm,Egypt,26.5667,31.75
Cuttack,India,20.5236,85.7881
Pamukkale,Turkey,37.9167,29.1167
Hickory,United States,35.741,-81.3223
Huichang,China,34.9073,112.7914
Hải Dương,Vietnam,20.9397,106.3306
Salīmpur,India,26.3,83.9167
Amarillo,United States,35.1984,-101.8316
Santa Teresa del Tuy,Venezuela,10.2333,-66.6639
Nyala,Sudan,12.05,24.8833
Nizhniy Tagil,Russia,57.9167,59.9667
Jinshan,China,25.1462,102.0723
Petaẖ Tiqwa,Israel,32.0889,34.8864
Ba‘qūbah,Iraq,33.75,44.6333
Karşıyaka,Turkey,38.4594,27.1153
Sevastopol,Ukraine,44.605,33.5225
Central District,Hong Kong,22.2867,114.155
Malanje,Angola,-9.5333,16.35
Vladimir,Russia,56.1286,40.4058
Taraz,Kazakhstan,42.9,71.3667
Sioux Falls,United States,43.5396,-96.7311
Raurkela,India,22.2492,84.8828
Arkhangelsk,Russia,64.5333,40.5333
Gijón,Spain,43.5333,-5.7
Tumkūr,India,13.34,77.1
Lembok,Indonesia,-8.565,116.351
Kyaukse,Burma,21.6131,96.1303
Minatitlán,Mexico,17.9833,-94.55
Huntington,United States,40.8521,-73.3823
Diadema,Brazil,-23.6861,-46.6106
Anguo,China,38.418,115.327
Suncheon,"Korea, South",34.9506,127.4875
Evansville,United States,37.9881,-87.5341
Chita,Russia,52.05,113.4667
Sarıyer,Turkey,41.1669,29.0572
Meram,Turkey,37.8364,32.4383
Meknès,Morocco,33.895,-5.5547
Verona,Italy,45.4386,10.9928
Huntington,United States,38.4109,-82.4345
Tsu,Japan,34.7184,136.5057
Nanqiao,China,30.9167,121.4547
Callao,Peru,-12.0522,-77.1392
Waterbury,United States,41.5582,-73.0361
Villahermosa,Mexico,17.9892,-92.9281
Buenaventura,Colombia,3.8772,-77.0267
Frisco,United States,33.156,-96.8216
Wudalianchi,China,48.75,126.1667
Shuanghe,China,30.3746,106.7903
Lilongwe,Malawi,-13.9833,33.7833
Lorain,United States,41.4409,-82.184
Sumida,Japan,35.7,139.8167
Maturín,Venezuela,9.75,-63.183
Białystok,Poland,53.1353,23.1456
Krefeld,Germany,51.3333,6.5667
Corrientes,Argentina,-27.4833,-58.8167
Constantine,Algeria,36.35,6.6
Kalamazoo,United States,42.2749,-85.5882
Carapicuíba,Brazil,-23.5192,-46.8358
Mito,Japan,36.3658,140.4712
Viña del Mar,Chile,-33.0244,-71.5517
Galveston,United States,29.2484,-94.8913
Petrolina,Brazil,-9.3825,-40.5022
Semey,Kazakhstan,50.4333,80.2667
Yong’an,China,25.942,117.365
Almere,Netherlands,52.3667,5.2167
Spartanburg,United States,34.9442,-81.9251
Linxia Chengguanzhen,China,35.6047,103.2422
Hongzhai,China,34.9857,104.5446
Santa Barbara,United States,34.4285,-119.7202
Vinh,Vietnam,18.6667,105.6667
Mykolaiv,Ukraine,46.975,31.995
Ichihara,Japan,35.4981,140.1154
Venice,Italy,45.4375,12.3358
Sunrise Manor,United States,36.1783,-115.0487
San Miguelito,Panama,9.033,-79.5
Yakeshi,China,49.286,120.712
Tenkāsi,India,8.9564,77.3152
Huntington Beach,United States,33.696,-118.0018
Grand Prairie,United States,32.6871,-97.0208
Regina,Canada,50.4547,-104.6067
Nagaoka,Japan,37.4462,138.8512
Dehra Dūn,India,30.345,78.029
Homs,Syria,34.7308,36.7094
Bunia,Congo (Kinshasa),1.5667,30.25
Overland Park,United States,38.887,-94.687
Beylikdüzü,Turkey,41.0011,28.6419
Shimoga,India,13.9333,75.5667
Yingmen,China,39.9487,97.4395
Pavlodar,Kazakhstan,52.3,76.95
Andijon,Uzbekistan,40.7833,72.3333
McKinney,United States,33.2016,-96.667
Pasto,Colombia,1.2078,-77.2772
Gómez Palacio,Mexico,25.5611,-103.4983
Caruaru,Brazil,-8.2828,-35.9758
Lille,France,50.6278,3.0583
Waco,United States,31.5599,-97.1882
Samarkand,Uzbekistan,39.6547,66.9758
Katowice,Poland,50.2625,19.0217
Yao,Japan,34.6269,135.601
Hagerstown,United States,39.6401,-77.7217
Vitoria-Gasteiz,Spain,42.85,-2.6833
Kaduna,Nigeria,10.5167,7.4333
Kottayam,India,9.5916,76.5222
Glendale,United States,34.1819,-118.2468
Sultanbeyli,Turkey,40.9683,29.2617
Itaquaquecetuba,Brazil,-23.4864,-46.3486
Mymensingh,Bangladesh,24.7539,90.4031
Mainz,Germany,49.9994,8.2736
Az Zarqā’,Jordan,32.0833,36.1
Nampa,United States,43.5844,-116.5638
Fukui,Japan,36.0641,136.2196
Cuernavaca,Mexico,18.9186,-99.2342
Pucallpa,Peru,-8.3833,-74.55
Fuchū,Japan,35.6689,139.4776
Minato,Japan,35.6581,139.7514
Durgāpur,India,23.55,87.32
Oujda-Angad,Morocco,34.6867,-1.9114
Laqţah,Qatar,25.4175,51.5075
Khon Kaen,Thailand,16.4333,102.8333
Swindon,United Kingdom,51.56,-1.78
Āsansol,India,23.68,86.99
Cotonou,Benin,6.3667,2.4333
Bokaro Steel City,India,23.67,86.15
Kupang,Indonesia,-10.1702,123.6077
Lübeck,Germany,53.8697,10.6864
Kakogawachō-honmachi,Japan,34.75,134.8333
Ashdod,Israel,31.8,34.65
Lapu-Lapu City,Philippines,10.3127,123.9488
Peoria,United States,33.7843,-112.2989
Kolhāpur,India,16.6917,74.2333
Imus,Philippines,14.4297,120.9367
Cedar Rapids,United States,41.9662,-91.6783
Hiratsuka,Japan,35.3167,139.35
Port Said,Egypt,31.2625,32.3061
Nava Raipur,India,21.161,81.787
Ar Ruşayfah,Jordan,32.0178,36.0464
Kyŏngju,"Korea, South",35.85,129.2167
Mariupol,Ukraine,47.0958,37.5494
Bauru,Brazil,-22.315,-49.0608
Soledad de Graciano Sánchez,Mexico,22.1833,-100.9333
Pelotas,Brazil,-31.7719,-52.3425
Manado Light,Indonesia,1.4931,124.8413
Paradise,United States,36.0872,-115.1355
Volzhskiy,Russia,48.8056,44.7417
Tangdong,China,25.973,113.231
Tân Uyên,Vietnam,11.0508,106.7636
Al Fayyūm,Egypt,29.3084,30.8441
Netanya,Israel,32.3286,34.8567
Rio Branco,Brazil,-9.9747,-67.81
Santiago,Philippines,16.68,121.55
Tokushima,Japan,34.0667,134.55
Ciudad Obregón,Mexico,27.4939,-109.9389
A Coruña,Spain,43.365,-8.41
Hat Yai,Thailand,7.0167,100.4667
Suez,Egypt,29.9667,32.55
Yingzhong,China,32.237,119.815
Ajmer,India,26.4499,74.6399
Licheng,China,24.5,110.4
Shinozaki,Japan,33.9578,130.9414
Nānded,India,19.15,77.3
Abū Ţisht,Egypt,26.1183,32.0953
Eslāmshahr,Iran,35.5317,51.2247
Osogbo,Nigeria,7.7667,4.5667
Salamanca,Mexico,20.5703,-101.1972
Ajdābiyā,Libya,30.7556,20.2253
Blumenau,Brazil,-26.9333,-49.05
Amrāvati,India,20.9258,77.7647
Linz,Austria,48.3058,14.2864
Ocala,United States,29.178,-82.1511
Hakodate,Japan,41.7686,140.7289
Hangu,China,39.232,117.777
Al Fashn,Egypt,28.8227,30.8992
Nellore,India,14.45,79.99
Sōka,Japan,35.8254,139.8053
Sargodha,Pakistan,32.0836,72.6711
Rennes,France,48.1147,-1.6794
Oakville,Canada,43.45,-79.6833
Smolensk,Russia,54.7828,32.0453
Chiayi,Taiwan,23.48,120.4497
Ponta Grossa,Brazil,-25.0994,-50.1583
Vantaa,Finland,60.2944,25.0403
Roodepoort,South Africa,-26.1625,27.8725
Erie,United States,42.1167,-80.0733
Bibā,Egypt,28.9218,30.9844
Abomey-Calavi,Benin,6.4486,2.3556
Oberhausen,Germany,51.4967,6.8706
Saransk,Russia,54.1833,45.1833
Basel,Switzerland,47.5547,7.5906
Bamiantong,China,44.9167,130.5167
Newport News,United States,37.1051,-76.5185
Frederick,United States,39.4337,-77.4141
Cherepovets,Russia,59.1167,37.9
Murfreesboro,United States,35.849,-86.4121
Rostock,Germany,54.0833,12.1333
Norwich,United Kingdom,52.6286,1.2928
Luton,United Kingdom,51.8783,-0.4147
Caucaia,Brazil,-3.7167,-38.65
Huancayo,Peru,-12.0667,-75.2167
Limassol,Cyprus,34.6747,33.0442
Iquitos,Peru,-3.75,-73.25
Ulanhot,China,46.0722,122.0933
